035141	073300	114479	153955	199990	241875	301611	364116	405089	444671	484073
035153	073536	115374	153960	201245	243373	302176	365096	405166	445072	486024
035252	073893	115659	155312	202960	247072	303949	366386	405618	445145	486761
035725	073995	118342	155715	203490	247839	303980	366847	405832	445544	487641
036877	074032	119190	156208	203679	249057	304391	368296	406255	445953	488261
037208	074122	124394	156328	204892	249104	305443	368496	406277	446672	488882
037508	075419	124813	158353	205592	249779	305949	368637	408153	447263	492332
038927	076601	124889	159328	205916	249897	307236	370021	408362	447903	492617
039923	077762	125178	159722	206435	250721	309336	370038	409089	448084	492856
										
										
										
(MUHAMMAD UMER)				(NAVEED IQRAR)			(TAMKEEN ALI)			
Assistant Chief Manager				Assistant Chief Manager			Secretary/Dy. Chief Manager			
Prize Bond Unit				Internal Monitoring Unit			SBP BSC Multan			
										
									Continued 	
										
										
										
										
										
										
48th DRAW OF RS.100/- DENOMINATION STUDENT WELFARE PRIZE BONDS										
HELD ON 15.11.2024 AT SBP BSC MULTAN										
"(1199 Prizes of Rs.1,000/- Each)"										
PART -II									Page No.2	
										
492924	529516	567589	619182	669226	725535	768082	819070	872982	913459	960995
493342	530531	567831	619902	670622	727052	768313	821006	873034	915444	961255
493411	530628	568204	621005	671634	729018	768957	822043	873137	916292	962540
493970	531033	569197	621574	671812	729161	769677	823726	876229	916358	962648
494583	532053	569240	621915	672134	729883	770061	824875	876242	917261	965225
494664	532687	569546	622365	672888	730034	770572	825489	877475	918088	965341
494999	533361	571896	623189	673274	730160	772996	825514	877742	919379	965628
495045	533396	573371	623673	673802	733044	773114	825803	878317	919402	965651
496524	533484	575748	626027	674907	733271	774171	827514	878932	919494	966334
496644	536714	575922	626045	674950	733399	774302	832141	879230	919617	966668
499345	537778	577563	626099	675102	734918	775104	832978	879500	920295	966751
499958	537846	577694	626816	675597	735098	777456	832992	880262	920968	967263
500535	538133	578165	626863	676986	735372	778047	833366	880618	921959	967610
500563	539012	580226	627260	676995	738119	778200	836002	881128	925718	968425
501213	539325	580321	627315	678801	738455	778688	836252	881507	926009	968457
501967	540489	581039	627693	678973	740000	779048	836315	884049	926467	969108
502101	541822	581927	628962	682231	740924	779516	838016	884511	927564	969525
503795	542109	583208	629162	682992	741206	779926	839334	885242	929439	970522
507101	542568	585634	629401	684332	741490	780339	839797	886290	931751	972173
507925	544052	587314	631277	684559	743456	780344	840444	886430	933443	972574
508141	544147	589532	631739	684650	743459	781392	841586	887096	933897	975555
509405	544693	589728	632234	690675	744554	781426	842012	887702	935078	977475
509669	547147	589893	634257	691367	744753	782752	842498	888435	935464	980296
509732	548467	590613	635942	691820	745624	784559	843477	888872	935658	980442
509890	549576	591451	636256	692591	745672	784723	844111	889126	936419	981282
510328	549798	592434	636816	694236	746020	785008	844516	889350	937065	981989
510390	549851	592778	638230	694242	746536	785155	845219	894375	937261	982125
511701	552710	593180	638868	694348	746627	785675	848776	894559	937308	982278
512580	553118	595069	640083	695578	746785	788588	848987	897059	937708	983031
512958	553305	595254	641466	697152	749655	792466	849236	897114	937908	983034
512977	554211	596374	643195	699676	750751	792542	849857	898988	938233	983317
513719	554350	596555	643538	701784	753413	792712	851271	899762	938855	984372
514041	554922	599697	644178	702633	753858	793422	853131	900119	939929	986166
514162	554931	600092	644478	704007	755023	794550	856345	900969	940235	987071
514626	555341	600320	645972	705028	755124	797923	857306	901413	943889	988227
514919	555376	600673	646207	705202	755136	799181	859027	902171	947564	989321
514935	556598	601539	646461	705654	755554	799454	859684	902262	947607	989516
515395	557628	601989	647050	706074	756337	801130	859782	902916	948604	989581
515427	557633	603830	647181	706948	756488	801337	860223	903055	949899	990719
516455	558749	604002	648000	707088	758029	801425	860601	904369	950058	991251
518467	559526	604170	648531	708090	758151	802202	861416	905326	950725	991342
518984	559556	604789	649666	708392	761269	804105	863592	905888	950825	991813
519938	560301	605315	651852	709211	761468	805131	864163	906855	951652	992003
520777	561814	607436	652507	709403	762254	808559	866443	907311	952264	992059
521865	563597	611204	656299	712237	762636	808595	866541	907440	953262	993355
521955	564798	612302	657125	715336	763147	809162	867482	907810	955147	993665
522079	565439	612509	657376	717132	763336	811264	868180	907812	955531	994551
522611	565973	614767	664670	717947	763477	813125	869065	908116	956222	995840
525461	566003	615094	665099	721119	763568	813995	869530	909192	957233	995854
525525	566025	615528	665278	721253	764858	814019	869950	909341	957279	996055
526008	566625	615952	665912	721790	764947	814478	870427	911988	957925	996290
526645	566995	616273	665932	724593	765207	814656	871174	912614	958130	999445
528138	566997	616635	665935	724667	765472	815247	871395	912667	959314	999623
528562	567018	618371	666775	725527	766878	816872	871724	912740	960085	999913
										
										
										
   (MUHAMMAD UMER)				(NAVEED IQRAR)			(TAMKEEN ALI)			
Assistant Chief Manager				Assistant Chief Manager			Secretary/Dy. Chief Manager			
Prize Bond Unit				Internal Monitoring Unit			SBP BSC Multan			
										
STATE BANK OF PAKISTAN										
SBP BSC (BANK)										
MULTAN										
DATED: 15.11.2024										
